room	room_header	state	entry_door	fx_list	selected_record	expected_type	actual_type	expected_base_y	actual_base_y	target_y	velocity	liquid_options	classification
$04/$01	CEFB	CF0D	A378	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF0D	A39C	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF27	default	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF27	A324	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF27	A360	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF27	A378	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF27	A39C	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$02	CF54	CF61	default	9CA4	9CA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$02	CF54	CF61	911A	9CA4	9CA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$02	CF54	CF61	A33C	9CA4	9CA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$03	CF80	CF8D	default	9CB4	9CB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$03	CF80	CF8D	922E	9CB4	9CB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$03	CF80	CF8D	A348	9CB4	9CB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$03	CF80	CF8D	A510	9CB4	9CB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$04	CFC9	CFD6	default	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$04	CFC9	CFD6	A330	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$04	CFC9	CFD6	A3D8	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$04	CFC9	CFD6	A414	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$04	CFC9	CFD6	A438	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$04	CFC9	CFD6	A45C	9CC4	9CC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$05	D017	D024	default	9CD4	9CD4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$05	D017	D024	A3B4	9CD4	9CD4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$05	D017	D024	A408	9CD4	9CD4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$05	D017	D024	A444	9CD4	9CD4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$05	D017	D024	A450	9CD4	9CD4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$06	D055	D062	default	9CE4	9CE4	Water	Water	02BA	02BA	FFFF	0000	80	VisibleWater
$04/$06	D055	D062	A3E4	9CE4	9CE4	Water	Water	02BA	02BA	FFFF	0000	80	VisibleWater
$04/$07	D08A	D097	default	9CF4	9CF4	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$07	D08A	D097	A3A8	9CF4	9CF4	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$07	D08A	D097	A4F8	9CF4	9CF4	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$08	D0B9	D0C6	default	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A3C0	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A3CC	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A3F0	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A3FC	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A474	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$08	D0B9	D0C6	A4B0	9D04	9D04	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$09	D104	D111	default	9D14	9D14	Water	Water	0180	0180	FFFF	0000	81	VisibleWater
$04/$09	D104	D111	90C6	9D14	9D14	Water	Water	0180	0180	FFFF	0000	81	VisibleWater
$04/$09	D104	D111	A42C	9D14	9D14	Water	Water	0180	0180	FFFF	0000	81	VisibleWater
$04/$0A	D13B	D148	default	9D24	9D24	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0A	D13B	D148	A498	9D24	9D24	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0B	D16D	D17A	default	9D34	9D34	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0B	D16D	D17A	A48C	9D34	9D34	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0B	D16D	D17A	A4D4	9D34	9D34	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0C	D1A3	D1B0	default	9D44	9D44	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$0C	D1A3	D1B0	A468	9D44	9D44	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$0C	D1A3	D1B0	A4E0	9D44	9D44	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$0C	D1A3	D1B0	A708	9D44	9D44	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$0D	D1DD	D1EA	default	9D54	9D54	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0D	D1DD	D1EA	A4A4	9D54	9D54	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0D	D1DD	D1EA	A4BC	9D54	9D54	Water	Water	01B5	01B5	FFFF	0000	83	VisibleWater
$04/$0E	D21C	D229	default	9D64	9D64	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0E	D21C	D229	A390	9D64	9D64	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0E	D21C	D229	A420	9D64	9D64	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0E	D21C	D229	A528	9D64	9D64	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0E	D21C	D229	A5E8	9D64	9D64	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0F	D252	D25F	default	9D74	9D74	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0F	D252	D25F	A504	9D74	9D74	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$0F	D252	D25F	A63C	9D74	9D74	Water	Water	0010	0010	FFFF	0000	80	VisibleWater
$04/$10	D27E	D28B	default	9D84	9D84	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$10	D27E	D28B	A558	9D84	9D84	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$10	D27E	D28B	A5DC	9D84	9D84	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$11	D2AA	D2B7	default	9D94	9D94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$11	D2AA	D2B7	A54C	9D94	9D94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$12	D2D9	D2E6	default	9DA4	9DA4	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$12	D2D9	D2E6	A57C	9DA4	9DA4	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$12	D2D9	D2E6	A618	9DA4	9DA4	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$13	D30B	D318	default	9DB4	9DB4	Water	Water	05B5	05B5	FFFF	0000	83	VisibleWater
$04/$13	D30B	D318	8A5A	9DB4	9DB4	Water	Water	05B5	05B5	FFFF	0000	83	VisibleWater
$04/$13	D30B	D318	A570	9DB4	9DB4	Water	Water	05B5	05B5	FFFF	0000	83	VisibleWater
$04/$13	D30B	D318	A5F4	9DB4	9DB4	Water	Water	05B5	05B5	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	default	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	A4EC	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	A5D0	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	A60C	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	A630	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$14	D340	D34D	A750	9DC4	9DC4	Water	Water	03B4	03B4	FFFF	0000	83	VisibleWater
$04/$15	D387	D394	default	9DD4	9DD4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$15	D387	D394	A540	9DD4	9DD4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$15	D387	D394	A5B8	9DD4	9DD4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$16	D3B6	D3C3	default	9DE4	9DE4	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$16	D3B6	D3C3	A51C	9DE4	9DE4	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$17	D3DF	D3EC	default	9DF4	9DF4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$17	D3DF	D3EC	A588	9DF4	9DF4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$18	D408	D415	default	9E04	9E24	Water	Water	0080	0080	FFFF	0000	81	VisibleWater
$04/$18	D408	D415	A5AC	9E04	9E04	Water	Water	0080	0080	FFFF	0000	85	VisibleWater
$04/$18	D408	D415	A678	9E04	9E14	Water	Water	0080	0080	FFFF	0000	85	VisibleWater
$04/$19	D433	D440	default	9E34	9E34	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$19	D433	D440	A564	9E34	9E34	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$19	D433	D440	A5C4	9E34	9E34	Water	Water	00B5	00B5	FFFF	0000	83	VisibleWater
$04/$1A	D461	D46E	default	9E44	9E44	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1A	D461	D46E	A534	9E44	9E44	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1A	D461	D46E	A660	9E44	9E44	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1A	D461	D46E	A6B4	9E44	9E44	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1B	D48E	D49B	default	9E54	9E54	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1B	D48E	D49B	A600	9E54	9E54	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1B	D48E	D49B	A648	9E54	9E54	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1B	D48E	D49B	A684	9E54	9E54	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1C	D4C2	D4CF	default	9E64	9E64	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1C	D4C2	D4CF	A66C	9E64	9E64	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1C	D4C2	D4CF	A6CC	9E64	9E64	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1C	D4C2	D4CF	A780	9E64	9E64	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$1D	D4EF	D4FC	default	9E74	9E74	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1D	D4EF	D4FC	A654	9E74	9E74	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1D	D4EF	D4FC	A6E4	9E74	9E74	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1E	D51E	D52B	default	9E84	9E84	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1E	D51E	D52B	A69C	9E84	9E84	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1E	D51E	D52B	A6FC	9E84	9E84	Water	Water	00D6	00D6	FFFF	0000	03	VisibleWater
$04/$1F	D54D	D55A	default	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$1F	D54D	D55A	A6A8	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$1F	D54D	D55A	A714	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$20	D57A	D587	default	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$20	D57A	D587	A6C0	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$20	D57A	D587	A720	9E94	9E94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$21	D5A7	D5B4	default	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A4C8	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A6D8	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A6F0	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A768	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A7D4	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$21	D5A7	D5B4	A828	9EA4	9EA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$22	D5EC	D5F9	default	9EB4	9EB4	Water	Water	0049	0049	FFFF	0000	83	VisibleWater
$04/$22	D5EC	D5F9	A5A0	9EB4	9EB4	Water	Water	0049	0049	FFFF	0000	83	VisibleWater
$04/$22	D5EC	D5F9	A8A0	9EB4	9EB4	Water	Water	0049	0049	FFFF	0000	83	VisibleWater
$04/$22	D5EC	D5F9	A93C	9EB4	9EB4	Water	Water	0049	0049	FFFF	0000	83	VisibleWater
$04/$23	D617	D624	default	9EC4	9EC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$23	D617	D624	A72C	9EC4	9EC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$23	D617	D624	A90C	9EC4	9EC4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$24	D646	D653	default	9ED4	9ED4	Water	Water	02B0	02B0	FFFF	0000	82	VisibleWater
$04/$24	D646	D653	A690	9ED4	9ED4	Water	Water	02B0	02B0	FFFF	0000	82	VisibleWater
$04/$24	D646	D653	A7A4	9ED4	9ED4	Water	Water	02B0	02B0	FFFF	0000	82	VisibleWater
$04/$24	D646	D653	A7B0	9ED4	9ED4	Water	Water	02B0	02B0	FFFF	0000	82	VisibleWater
$04/$25	D69A	D6A7	default	9EE4	9EE4	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$25	D69A	D6A7	A78C	9EE4	9EE4	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$25	D69A	D6A7	A8C4	9EE4	9EE4	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$26	D6D0	D6DD	default	9EF4	9EF4	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$26	D6D0	D6DD	A8D0	9EF4	9EF4	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$27	D6FD	D70A	default	9F04	9F04	Water	Water	0048	0048	FFFF	0000	03	VisibleWater
$04/$27	D6FD	D70A	A738	9F04	9F04	Water	Water	0048	0048	FFFF	0000	03	VisibleWater
$04/$27	D6FD	D70A	A8AC	9F04	9F04	Water	Water	0048	0048	FFFF	0000	03	VisibleWater
$04/$27	D6FD	D70A	A8B8	9F04	9F04	Water	Water	0048	0048	FFFF	0000	03	VisibleWater
$04/$28	D72A	D737	default	9F14	9F14	Water	Water	0117	0117	FFFF	0000	01	VisibleWater
$04/$28	D72A	D737	A834	9F14	9F14	Water	Water	0117	0117	FFFF	0000	01	VisibleWater
$04/$28	D72A	D737	A888	9F14	9F14	Water	Water	0117	0117	FFFF	0000	01	VisibleWater
$04/$28	D72A	D737	A8E8	9F14	9F14	Water	Water	0117	0117	FFFF	0000	01	VisibleWater
$04/$29	D765	D772	default	9F24	9F24	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$29	D765	D772	A744	9F24	9F24	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$2A	D78F	D7A1	default	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7A1	A7F8	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7A1	A81C	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7A1	A96C	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7BB	default	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7BB	A7F8	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7BB	A81C	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2A	D78F	D7BB	A96C	9F34	9F34	Water	Water	00BF	00BF	FFFF	0000	83	VisibleWater
$04/$2B	D7E4	D7F1	default	9F44	9F44	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$2B	D7E4	D7F1	A8DC	9F44	9F44	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$2B	D7E4	D7F1	A918	9F44	9F44	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$2C	D81A	D827	default	9F54	9F54	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2C	D81A	D827	A7EC	9F54	9F54	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2C	D81A	D827	A930	9F54	9F54	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2D	D845	D852	default	9F64	9F64	Water	Water	0000	0000	FFFF	0000	03	VisibleWater
$04/$2D	D845	D852	A810	9F64	9F64	Water	Water	0000	0000	FFFF	0000	03	VisibleWater
$04/$2D	D845	D852	A8F4	9F64	9F64	Water	Water	0000	0000	FFFF	0000	03	VisibleWater
$04/$2E	D86E	D87B	default	9F74	9F74	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2E	D86E	D87B	A624	9F74	9F74	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2F	D898	D8A5	default	9F74	9F74	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2F	D898	D8A5	A858	9F74	9F74	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$2F	D898	D8A5	A864	9F74	9F74	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$30	D8C5	D8D7	default	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8D7	A798	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8D7	A7BC	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8D7	A7C8	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8F1	default	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8F1	A798	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8F1	A7BC	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$30	D8C5	D8F1	A7C8	9F84	9F84	Water	Water	00B0	00B0	FFFF	0000	82	VisibleWater
$04/$31	D913	D920	default	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$31	D913	D920	A7E0	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$31	D913	D920	A804	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$31	D913	D920	A870	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$31	D913	D920	A894	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$31	D913	D920	A960	9F94	9F94	Water	Water	0135	0135	FFFF	0000	03	VisibleWater
$04/$32	D95E	D970	default	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$32	D95E	D970	A774	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$32	D95E	D970	A84C	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$32	D95E	D98A	default	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$32	D95E	D98A	A774	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$32	D95E	D98A	A84C	9FA4	9FA4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$33	D9AA	D9B7	default	9FB4	9FB4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$33	D9AA	D9B7	A978	9FB4	9FB4	Water	Water	0010	0010	FFFF	0000	83	VisibleWater
$04/$34	D9D4	D9E1	default	9FC4	9FC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$34	D9D4	D9E1	A87C	9FC4	9FC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$35	D9FE	DA0B	default	9FD4	9FD4	Water	Water	00B9	00B9	FFFF	0000	83	VisibleWater
$04/$35	D9FE	DA0B	A75C	9FD4	9FD4	Water	Water	00B9	00B9	FFFF	0000	83	VisibleWater
$04/$35	D9FE	DA0B	A954	9FD4	9FD4	Water	Water	00B9	00B9	FFFF	0000	83	VisibleWater
$04/$36	DA2B	DA38	default	9FE4	9FE4	Water	Water	0135	0135	FFFF	0000	01	VisibleWater
$04/$36	DA2B	DA38	A900	9FE4	9FE4	Water	Water	0135	0135	FFFF	0000	01	VisibleWater
$04/$36	DA2B	DA38	A948	9FE4	9FE4	Water	Water	0135	0135	FFFF	0000	01	VisibleWater
$04/$37	DA60	DA72	default	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$37	DA60	DA72	A840	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$37	DA60	DA72	A924	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$37	DA60	DA8C	default	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$37	DA60	DA8C	A840	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$04/$37	DA60	DA8C	A924	9FF4	9FF4	Water	Water	0010	0010	FFFF	0000	81	VisibleWater
$05/$00	DAAE	DABB	default	A004	A004	Acid	Acid	03BC	03BC	FFFF	0000	01	VisibleLavaOrAcid
$05/$00	DAAE	DABB	9222	A004	A004	Acid	Acid	03BC	03BC	FFFF	0000	01	VisibleLavaOrAcid
$05/$00	DAAE	DABB	A9A8	A004	A004	Acid	Acid	03BC	03BC	FFFF	0000	01	VisibleLavaOrAcid
$05/$00	DAAE	DABB	AB40	A004	A004	Acid	Acid	03BC	03BC	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DAF3	default	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DAF3	A984	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DAF3	A9C0	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DB0D	default	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DB0D	A984	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$01	DAE1	DB0D	A9C0	A014	A014	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$02	DB31	DB43	default	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$02	DB31	DB43	A9B4	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$02	DB31	DB43	A9D8	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$02	DB31	DB5D	default	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$02	DB31	DB5D	A9B4	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$02	DB31	DB5D	A9D8	A024	A024	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$03	DB7D	DB8F	default	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$03	DB7D	DB8F	A9CC	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$03	DB7D	DB8F	A9F0	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$03	DB7D	DBA9	default	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$03	DB7D	DBA9	A9CC	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$03	DB7D	DBA9	A9F0	A034	A034	Acid	Acid	00D0	00D0	FFFF	0000	01	VisibleLavaOrAcid
$05/$04	DBCD	DBDF	default	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$04	DBCD	DBDF	A9E4	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$04	DBCD	DBDF	AA08	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$04	DBCD	DBF9	default	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$04	DBCD	DBF9	A9E4	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$04	DBCD	DBF9	AA08	A044	A044	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC2B	default	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC2B	A9FC	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC2B	AA20	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC45	default	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC45	A9FC	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$05	DC19	DC45	AA20	A054	A054	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC77	default	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC77	AA14	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC77	AA38	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC91	default	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC91	AA14	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$06	DC65	DC91	AA38	A064	A064	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$07	DCB1	DCC3	default	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$07	DCB1	DCC3	AA2C	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
$05/$07	DCB1	DCC3	AA50	A074	A074	None	None	FFFF	FFFF	FFFF	0000	00	None
